,Script,Execution Result on Clean Data,Execution Result on Corrupted Data,Model,Strategy,Passed Constraints (Clean),Passed Constraints (Corrupted),Failed Constraints (Clean),Failed Constraints (Corrupted)
0,regression_0,1047820131.668428,error,deequ,None,31,28,1,4
1,regression_0,1047820131.668428,error,deequ,column_skipped,28,25,0,3
2,regression_0,1047820131.668428,error,gpt-4o,None,7,6,0,1
3,regression_0,1047820131.668428,error,gpt-4o,with_deequ,15,14,0,1
4,regression_0,1047820131.668428,error,gpt-4o,with_experience,14,13,0,1
5,regression_1,654408476.0685891,error,deequ,None,31,28,1,4
6,regression_1,654408476.0685891,error,deequ,column_skipped,28,25,0,3
7,regression_1,654408476.0685891,error,gpt-4o,None,7,5,0,2
8,regression_1,654408476.0685891,error,gpt-4o,with_deequ,19,17,0,2
9,regression_1,654408476.0685891,error,gpt-4o,with_experience,24,22,0,2
10,regression_2,1037063181.429247,474406580511474.3,deequ,None,31,28,1,4
11,regression_2,1037063181.429247,474406580511474.3,deequ,column_skipped,28,25,0,3
12,regression_2,1037063181.429247,474406580511474.3,gpt-4o,None,21,19,0,2
13,regression_2,1037063181.429247,474406580511474.3,gpt-4o,with_deequ,22,20,2,4
14,regression_2,1037063181.429247,474406580511474.3,gpt-4o,with_experience,20,17,0,3
15,regression_3,1221115901.0376832,error,deequ,None,31,28,1,4
16,regression_3,1221115901.0376832,error,deequ,column_skipped,28,25,0,3
17,regression_3,1221115901.0376832,error,gpt-4o,None,6,5,0,1
18,regression_3,1221115901.0376832,error,gpt-4o,with_deequ,12,11,0,1
19,regression_3,1221115901.0376832,error,gpt-4o,with_experience,10,9,0,1
20,regression_4,1217425056.3571377,84970651148799.12,deequ,None,31,28,1,4
21,regression_4,1217425056.3571377,84970651148799.12,deequ,column_skipped,28,25,0,3
22,regression_4,1217425056.3571377,84970651148799.12,gpt-4o,None,4,3,0,1
23,regression_4,1217425056.3571377,84970651148799.12,gpt-4o,with_deequ,6,5,0,1
24,regression_4,1217425056.3571377,84970651148799.12,gpt-4o,with_experience,10,9,0,1
