,Script,Execution Result on Clean Data,Execution Result on Corrupted Data,Model,Strategy,Passed Constraints (Clean),Passed Constraints (Corrupted),Failed Constraints (Clean),Failed Constraints (Corrupted)
0,info_0,success,success,deequ,None,33.0,32.0,1.0,2.0
1,info_0,success,success,deequ,column_skipped,30.0,29.0,0.0,1.0
2,info_0,success,success,gpt-4o,None,13.0,13.0,0.0,0.0
3,info_0,success,success,gpt-4o,with_deequ,13.0,13.0,0.0,0.0
4,info_0,success,success,gpt-4o,with_experience,25.0,25.0,0.0,0.0
5,info_0,success,success,tfdv,None,,,0.0,1.0
6,info_1,success,success,deequ,None,33.0,32.0,1.0,2.0
7,info_1,success,success,deequ,column_skipped,30.0,29.0,0.0,1.0
8,info_1,success,success,gpt-4o,None,6.0,5.0,0.0,1.0
9,info_1,success,success,gpt-4o,with_deequ,6.0,5.0,0.0,1.0
10,info_1,success,success,gpt-4o,with_experience,6.0,5.0,0.0,1.0
11,info_1,success,success,tfdv,None,,,0.0,1.0
12,info_2,success,success,deequ,None,33.0,32.0,1.0,2.0
13,info_2,success,success,deequ,column_skipped,30.0,29.0,0.0,1.0
14,info_2,success,success,gpt-4o,None,2.0,2.0,0.0,0.0
15,info_2,success,success,gpt-4o,with_deequ,5.0,4.0,0.0,1.0
16,info_2,success,success,gpt-4o,with_experience,4.0,3.0,0.0,1.0
17,info_2,success,success,tfdv,None,,,0.0,1.0
18,info_3,success,success,deequ,None,33.0,32.0,1.0,2.0
19,info_3,success,success,deequ,column_skipped,30.0,29.0,0.0,1.0
20,info_3,success,success,gpt-4o,None,4.0,4.0,0.0,0.0
21,info_3,success,success,gpt-4o,with_deequ,10.0,9.0,0.0,1.0
22,info_3,success,success,gpt-4o,with_experience,10.0,9.0,0.0,1.0
23,info_3,success,success,tfdv,None,,,0.0,1.0
24,info_4,success,success,deequ,None,33.0,32.0,1.0,2.0
25,info_4,success,success,deequ,column_skipped,30.0,29.0,0.0,1.0
26,info_4,success,success,gpt-4o,None,5.0,5.0,0.0,0.0
27,info_4,success,success,gpt-4o,with_deequ,5.0,5.0,0.0,0.0
28,info_4,success,success,gpt-4o,with_experience,5.0,5.0,0.0,0.0
29,info_4,success,success,tfdv,None,,,0.0,1.0
30,info_5,success,success,deequ,None,33.0,32.0,1.0,2.0
31,info_5,success,success,deequ,column_skipped,30.0,29.0,0.0,1.0
32,info_5,success,success,gpt-4o,None,3.0,3.0,0.0,0.0
33,info_5,success,success,gpt-4o,with_deequ,5.0,5.0,0.0,0.0
34,info_5,success,success,gpt-4o,with_experience,3.0,2.0,0.0,1.0
35,info_5,success,success,tfdv,None,,,0.0,1.0
36,info_6,success,success,deequ,None,33.0,32.0,1.0,2.0
37,info_6,success,success,deequ,column_skipped,30.0,29.0,0.0,1.0
38,info_6,success,success,gpt-4o,None,5.0,5.0,0.0,0.0
39,info_6,success,success,gpt-4o,with_deequ,11.0,10.0,0.0,1.0
40,info_6,success,success,gpt-4o,with_experience,17.0,16.0,0.0,1.0
41,info_6,success,success,tfdv,None,,,0.0,1.0
42,info_7,success,success,deequ,None,33.0,32.0,1.0,2.0
43,info_7,success,success,deequ,column_skipped,30.0,29.0,0.0,1.0
44,info_7,success,success,gpt-4o,None,10.0,10.0,0.0,0.0
45,info_7,success,success,gpt-4o,with_deequ,14.0,14.0,0.0,0.0
46,info_7,success,success,gpt-4o,with_experience,12.0,12.0,0.0,0.0
47,info_7,success,success,tfdv,None,,,0.0,1.0
48,info_8,success,success,deequ,None,33.0,32.0,1.0,2.0
49,info_8,success,success,deequ,column_skipped,30.0,29.0,0.0,1.0
50,info_8,success,success,gpt-4o,None,6.0,6.0,0.0,0.0
51,info_8,success,success,gpt-4o,with_deequ,12.0,12.0,0.0,0.0
52,info_8,success,success,gpt-4o,with_experience,12.0,12.0,0.0,0.0
53,info_8,success,success,tfdv,None,,,0.0,1.0
54,info_9,success,success,deequ,None,33.0,32.0,1.0,2.0
55,info_9,success,success,deequ,column_skipped,30.0,29.0,0.0,1.0
56,info_9,success,success,gpt-4o,None,12.0,12.0,0.0,0.0
57,info_9,success,success,gpt-4o,with_deequ,14.0,14.0,0.0,0.0
58,info_9,success,success,gpt-4o,with_experience,25.0,25.0,0.0,0.0
59,info_9,success,success,tfdv,None,,,0.0,1.0
