,Script,Execution Result on Clean Data,Execution Result on Corrupted Data,Model,Strategy,Passed Constraints (Clean),Passed Constraints (Corrupted),Failed Constraints (Clean),Failed Constraints (Corrupted)
0,classification_0,0.5637458218317706,0.565393692044745,deequ,None,26.0,22.0,0.0,4.0
1,classification_0,0.5637458218317706,0.565393692044745,deequ,column_skipped,22.0,21.0,0.0,1.0
2,classification_0,0.5637458218317706,0.565393692044745,gpt-4o,None,11.0,9.0,0.0,2.0
3,classification_0,0.5637458218317706,0.565393692044745,gpt-4o,with_deequ,23.0,21.0,2.0,4.0
4,classification_0,0.5637458218317706,0.565393692044745,gpt-4o,with_experience,24.0,22.0,0.0,2.0
5,classification_0,0.5637458218317706,0.565393692044745,tfdv,None,,,1.0,2.0
6,classification_1,error,error,deequ,None,26.0,22.0,0.0,4.0
7,classification_1,error,error,deequ,column_skipped,22.0,21.0,0.0,1.0
8,classification_1,error,error,gpt-4.5-preview,None,7.0,6.0,0.0,1.0
9,classification_1,error,error,gpt-4.5-preview,with_deequ,15.0,12.0,0.0,3.0
10,classification_1,error,error,gpt-4.5-preview,with_experience,11.0,8.0,0.0,3.0
11,classification_1,error,error,gpt-4o,None,3.0,3.0,0.0,0.0
12,classification_1,error,error,gpt-4o,with_deequ,7.0,5.0,1.0,3.0
13,classification_1,error,error,gpt-4o,with_experience,13.0,11.0,2.0,4.0
14,classification_1,error,error,tfdv,None,,,1.0,2.0
15,classification_2,0.5447082580959487,0.5403273680410253,deequ,None,26.0,22.0,0.0,4.0
16,classification_2,0.5447082580959487,0.5403273680410253,deequ,column_skipped,22.0,21.0,0.0,1.0
17,classification_2,0.5447082580959487,0.5403273680410253,gpt-4o,None,11.0,11.0,0.0,0.0
18,classification_2,0.5447082580959487,0.5403273680410253,gpt-4o,with_deequ,8.0,6.0,2.0,4.0
19,classification_2,0.5447082580959487,0.5403273680410253,gpt-4o,with_experience,16.0,15.0,2.0,3.0
20,classification_2,0.5447082580959487,0.5403273680410253,tfdv,None,,,1.0,2.0
21,classification_3,0.5,0.5,deequ,None,26.0,22.0,0.0,4.0
22,classification_3,0.5,0.5,deequ,column_skipped,22.0,21.0,0.0,1.0
23,classification_3,0.5,0.5,gpt-4o,None,3.0,2.0,1.0,2.0
24,classification_3,0.5,0.5,gpt-4o,with_deequ,10.0,8.0,2.0,4.0
25,classification_3,0.5,0.5,gpt-4o,with_experience,9.0,7.0,0.0,2.0
26,classification_3,0.5,0.5,tfdv,None,,,1.0,2.0
27,classification_4,0.5020376332642128,0.5020972699379592,deequ,None,26.0,22.0,0.0,4.0
28,classification_4,0.5020376332642128,0.5020972699379592,deequ,column_skipped,22.0,21.0,0.0,1.0
29,classification_4,0.5020376332642128,0.5020972699379592,gpt-4o,None,8.0,6.0,1.0,3.0
30,classification_4,0.5020376332642128,0.5020972699379592,gpt-4o,with_deequ,11.0,8.0,2.0,5.0
31,classification_4,0.5020376332642128,0.5020972699379592,gpt-4o,with_experience,11.0,8.0,0.0,3.0
32,classification_4,0.5020376332642128,0.5020972699379592,tfdv,None,,,1.0,2.0
33,classification_5,0.49545897976956793,0.49667177630225784,deequ,None,26.0,22.0,0.0,4.0
34,classification_5,0.49545897976956793,0.49667177630225784,deequ,column_skipped,22.0,21.0,0.0,1.0
35,classification_5,0.49545897976956793,0.49667177630225784,gpt-4o,None,9.0,8.0,1.0,2.0
36,classification_5,0.49545897976956793,0.49667177630225784,gpt-4o,with_deequ,11.0,10.0,2.0,3.0
37,classification_5,0.49545897976956793,0.49667177630225784,gpt-4o,with_experience,12.0,10.0,0.0,2.0
38,classification_5,0.49545897976956793,0.49667177630225784,tfdv,None,,,1.0,2.0
39,classification_6,0.49762694105605737,0.5016903296487883,deequ,None,26.0,22.0,0.0,4.0
40,classification_6,0.49762694105605737,0.5016903296487883,deequ,column_skipped,22.0,21.0,0.0,1.0
41,classification_6,0.49762694105605737,0.5016903296487883,gpt-4o,None,3.0,1.0,0.0,2.0
42,classification_6,0.49762694105605737,0.5016903296487883,gpt-4o,with_deequ,7.0,5.0,0.0,2.0
43,classification_6,0.49762694105605737,0.5016903296487883,gpt-4o,with_experience,8.0,6.0,0.0,2.0
44,classification_6,0.49762694105605737,0.5016903296487883,tfdv,None,,,1.0,2.0
45,classification_7,0.49983507171497105,0.4971931962569482,deequ,None,26.0,22.0,0.0,4.0
46,classification_7,0.49983507171497105,0.4971931962569482,deequ,column_skipped,22.0,21.0,0.0,1.0
47,classification_7,0.49983507171497105,0.4971931962569482,gpt-4o,None,6.0,4.0,0.0,2.0
48,classification_7,0.49983507171497105,0.4971931962569482,gpt-4o,with_deequ,7.0,4.0,0.0,3.0
49,classification_7,0.49983507171497105,0.4971931962569482,gpt-4o,with_experience,4.0,1.0,0.0,3.0
50,classification_7,0.49983507171497105,0.4971931962569482,tfdv,None,,,1.0,2.0
51,classification_8,0.5,0.49431310926673455,deequ,None,26.0,22.0,0.0,4.0
52,classification_8,0.5,0.49431310926673455,deequ,column_skipped,22.0,21.0,0.0,1.0
53,classification_8,0.5,0.49431310926673455,gpt-4o,None,4.0,4.0,2.0,2.0
54,classification_8,0.5,0.49431310926673455,gpt-4o,with_deequ,5.0,5.0,2.0,2.0
55,classification_8,0.5,0.49431310926673455,gpt-4o,with_experience,10.0,10.0,2.0,2.0
56,classification_8,0.5,0.49431310926673455,tfdv,None,,,1.0,2.0
57,classification_9,0.5,0.49991111730178767,deequ,None,26.0,22.0,0.0,4.0
58,classification_9,0.5,0.49991111730178767,deequ,column_skipped,22.0,21.0,0.0,1.0
59,classification_9,0.5,0.49991111730178767,gpt-4o,None,3.0,1.0,0.0,2.0
60,classification_9,0.5,0.49991111730178767,gpt-4o,with_deequ,9.0,6.0,0.0,3.0
61,classification_9,0.5,0.49991111730178767,gpt-4o,with_experience,5.0,2.0,0.0,3.0
62,classification_9,0.5,0.49991111730178767,tfdv,None,,,1.0,2.0
