,Script,Execution Result on Clean Data,Execution Result on Corrupted Data,Model,Strategy,Passed Constraints (Clean),Passed Constraints (Corrupted),Failed Constraints (Clean),Failed Constraints (Corrupted)
0,classification_0,0.6954051962322305,error,deequ,None,30,28,1,3
1,classification_0,0.6954051962322305,error,deequ,column_skipped,27,25,0,2
2,classification_0,0.6954051962322305,error,gpt-4.5-preview,None,13,12,0,1
3,classification_0,0.6954051962322305,error,gpt-4.5-preview,with_deequ,13,12,0,1
4,classification_0,0.6954051962322305,error,gpt-4.5-preview,with_experience,13,11,0,2
5,classification_0,0.6954051962322305,error,gpt-4o,None,6,6,0,0
6,classification_0,0.6954051962322305,error,gpt-4o,with_deequ,10,9,0,1
7,classification_0,0.6954051962322305,error,gpt-4o,with_experience,10,9,0,1
8,classification_1,0.8314234733289134,error,deequ,None,30,28,1,3
9,classification_1,0.8314234733289134,error,deequ,column_skipped,27,25,0,2
10,classification_1,0.8314234733289134,error,gpt-4.5-preview,None,25,23,1,3
11,classification_1,0.8314234733289134,error,gpt-4.5-preview,with_deequ,23,21,0,2
12,classification_1,0.8314234733289134,error,gpt-4.5-preview,with_experience,24,22,1,3
13,classification_1,0.8314234733289134,error,gpt-4o,None,12,11,0,1
14,classification_1,0.8314234733289134,error,gpt-4o,with_deequ,26,24,1,3
15,classification_1,0.8314234733289134,error,gpt-4o,with_experience,31,28,0,3
16,classification_2,0.5,0.5009916699722332,deequ,None,30,28,1,3
17,classification_2,0.5,0.5009916699722332,deequ,column_skipped,27,25,0,2
18,classification_2,0.5,0.5009916699722332,gpt-4.5-preview,None,24,22,2,4
19,classification_2,0.5,0.5009916699722332,gpt-4.5-preview,with_deequ,24,22,2,4
20,classification_2,0.5,0.5009916699722332,gpt-4.5-preview,with_experience,23,21,1,3
21,classification_2,0.5,0.5009916699722332,gpt-4o,None,11,10,0,1
22,classification_2,0.5,0.5009916699722332,gpt-4o,with_deequ,11,10,0,1
23,classification_2,0.5,0.5009916699722332,gpt-4o,with_experience,24,22,0,2
24,classification_3,0.5,0.5,deequ,None,30,28,1,3
25,classification_3,0.5,0.5,deequ,column_skipped,27,25,0,2
26,classification_3,0.5,0.5,gpt-4.5-preview,None,19,17,0,2
27,classification_3,0.5,0.5,gpt-4.5-preview,with_deequ,21,19,1,3
28,classification_3,0.5,0.5,gpt-4.5-preview,with_experience,24,21,2,5
29,classification_3,0.5,0.5,gpt-4o,None,15,14,1,2
30,classification_3,0.5,0.5,gpt-4o,with_deequ,14,13,0,1
31,classification_3,0.5,0.5,gpt-4o,with_experience,26,24,1,3
32,classification_4,0.8320890034227977,error,deequ,None,30,28,1,3
33,classification_4,0.8320890034227977,error,deequ,column_skipped,27,25,0,2
34,classification_4,0.8320890034227977,error,gpt-4.5-preview,None,23,21,1,3
35,classification_4,0.8320890034227977,error,gpt-4.5-preview,with_deequ,29,26,1,4
36,classification_4,0.8320890034227977,error,gpt-4.5-preview,with_experience,23,21,1,3
37,classification_4,0.8320890034227977,error,gpt-4o,None,22,20,0,2
38,classification_4,0.8320890034227977,error,gpt-4o,with_deequ,25,23,0,2
39,classification_4,0.8320890034227977,error,gpt-4o,with_experience,22,20,0,2
40,classification_5,0.7818780283171943,0.7443890874801997,deequ,None,30,28,1,3
41,classification_5,0.7818780283171943,0.7443890874801997,deequ,column_skipped,27,25,0,2
42,classification_5,0.7818780283171943,0.7443890874801997,gpt-4.5-preview,None,25,24,0,1
43,classification_5,0.7818780283171943,0.7443890874801997,gpt-4.5-preview,with_deequ,27,26,1,2
44,classification_5,0.7818780283171943,0.7443890874801997,gpt-4.5-preview,with_experience,23,22,1,2
45,classification_5,0.7818780283171943,0.7443890874801997,gpt-4o,None,12,12,2,2
46,classification_5,0.7818780283171943,0.7443890874801997,gpt-4o,with_deequ,22,21,1,2
47,classification_5,0.7818780283171943,0.7443890874801997,gpt-4o,with_experience,18,16,0,2
48,classification_6,0.7994093165476079,error,deequ,None,30,28,1,3
49,classification_6,0.7994093165476079,error,deequ,column_skipped,27,25,0,2
50,classification_6,0.7994093165476079,error,gpt-4.5-preview,None,18,17,1,2
