,Script,Execution Result on Clean Data,Execution Result on Corrupted Data,Model,Strategy,Passed Constraints (Clean),Passed Constraints (Corrupted),Failed Constraints (Clean),Failed Constraints (Corrupted)
0,regression_0,856953255.9598846,856970378.7829314,deequ,None,27.0,27.0,0.0,0.0
1,regression_0,856953255.9598846,856970378.7829314,deequ,column_skipped,23.0,23.0,0.0,0.0
2,regression_0,856953255.9598846,856970378.7829314,gpt-4o,None,6.0,6.0,0.0,0.0
3,regression_0,856953255.9598846,856970378.7829314,gpt-4o,with_deequ,4.0,4.0,0.0,0.0
4,regression_0,856953255.9598846,856970378.7829314,gpt-4o,with_experience,5.0,5.0,0.0,0.0
5,regression_0,856953255.9598846,856970378.7829314,tfdv,None,,,1.0,1.0
6,regression_1,840813052.6920136,807595761.537309,deequ,None,27.0,27.0,0.0,0.0
7,regression_1,840813052.6920136,807595761.537309,deequ,column_skipped,23.0,23.0,0.0,0.0
8,regression_1,840813052.6920136,807595761.537309,gpt-4o,None,4.0,4.0,1.0,1.0
9,regression_1,840813052.6920136,807595761.537309,gpt-4o,with_deequ,14.0,14.0,0.0,0.0
10,regression_1,840813052.6920136,807595761.537309,gpt-4o,with_experience,18.0,18.0,0.0,0.0
11,regression_1,840813052.6920136,807595761.537309,tfdv,None,,,1.0,1.0
12,regression_2,553223439.781065,505460220.56592816,deequ,None,27.0,27.0,0.0,0.0
13,regression_2,553223439.781065,505460220.56592816,deequ,column_skipped,23.0,23.0,0.0,0.0
14,regression_2,553223439.781065,505460220.56592816,gpt-4o,None,5.0,5.0,1.0,1.0
15,regression_2,553223439.781065,505460220.56592816,gpt-4o,with_deequ,3.0,3.0,0.0,0.0
16,regression_2,553223439.781065,505460220.56592816,gpt-4o,with_experience,2.0,2.0,0.0,0.0
17,regression_2,553223439.781065,505460220.56592816,tfdv,None,,,1.0,1.0
18,regression_3,206709629.6790199,208583589.22619087,deequ,None,27.0,27.0,0.0,0.0
19,regression_3,206709629.6790199,208583589.22619087,deequ,column_skipped,23.0,23.0,0.0,0.0
20,regression_3,206709629.6790199,208583589.22619087,gpt-4o,None,2.0,2.0,0.0,0.0
21,regression_3,206709629.6790199,208583589.22619087,gpt-4o,with_deequ,19.0,19.0,1.0,1.0
22,regression_3,206709629.6790199,208583589.22619087,gpt-4o,with_experience,17.0,17.0,0.0,0.0
23,regression_3,206709629.6790199,208583589.22619087,tfdv,None,,,1.0,1.0
24,regression_4,856928257.2556751,856901830.1847172,deequ,None,27.0,27.0,0.0,0.0
25,regression_4,856928257.2556751,856901830.1847172,deequ,column_skipped,23.0,23.0,0.0,0.0
26,regression_4,856928257.2556751,856901830.1847172,gpt-4o,None,2.0,2.0,0.0,0.0
27,regression_4,856928257.2556751,856901830.1847172,gpt-4o,with_deequ,11.0,11.0,0.0,0.0
28,regression_4,856928257.2556751,856901830.1847172,gpt-4o,with_experience,2.0,2.0,0.0,0.0
29,regression_4,856928257.2556751,856901830.1847172,tfdv,None,,,1.0,1.0
