,Script,Execution Result on Clean Data,Execution Result on Corrupted Data,Model,Strategy,Passed Constraints (Clean),Passed Constraints (Corrupted),Failed Constraints (Clean),Failed Constraints (Corrupted)
0,regression_0,1047820131.668428,error,deequ,None,31.0,29.0,1.0,3.0
1,regression_0,1047820131.668428,error,deequ,column_skipped,28.0,26.0,0.0,2.0
2,regression_0,1047820131.668428,error,gpt-4o,None,7.0,7.0,0.0,0.0
3,regression_0,1047820131.668428,error,gpt-4o,with_deequ,15.0,14.0,0.0,1.0
4,regression_0,1047820131.668428,error,gpt-4o,with_experience,14.0,13.0,0.0,1.0
5,regression_0,1047820131.668428,error,tfdv,None,,,1.0,4.0
6,regression_1,658324569.3378079,error,deequ,None,31.0,29.0,1.0,3.0
7,regression_1,658324569.3378079,error,deequ,column_skipped,28.0,26.0,0.0,2.0
8,regression_1,658324569.3378079,error,gpt-4o,None,7.0,6.0,0.0,1.0
9,regression_1,658324569.3378079,error,gpt-4o,with_deequ,19.0,17.0,0.0,2.0
10,regression_1,658324569.3378079,error,gpt-4o,with_experience,24.0,22.0,0.0,2.0
11,regression_1,658324569.3378079,error,tfdv,None,,,1.0,4.0
12,regression_2,1038848354.2360042,error,deequ,None,31.0,29.0,1.0,3.0
13,regression_2,1038848354.2360042,error,deequ,column_skipped,28.0,26.0,0.0,2.0
14,regression_2,1038848354.2360042,error,gpt-4o,None,21.0,19.0,0.0,2.0
15,regression_2,1038848354.2360042,error,gpt-4o,with_deequ,22.0,20.0,2.0,4.0
16,regression_2,1038848354.2360042,error,gpt-4o,with_experience,20.0,17.0,0.0,3.0
17,regression_2,1038848354.2360042,error,tfdv,None,,,1.0,4.0
18,regression_3,1235013872.1216905,error,deequ,None,31.0,29.0,1.0,3.0
19,regression_3,1235013872.1216905,error,deequ,column_skipped,28.0,26.0,0.0,2.0
20,regression_3,1235013872.1216905,error,gpt-4o,None,6.0,6.0,0.0,0.0
21,regression_3,1235013872.1216905,error,gpt-4o,with_deequ,12.0,11.0,0.0,1.0
22,regression_3,1235013872.1216905,error,gpt-4o,with_experience,10.0,9.0,0.0,1.0
23,regression_3,1235013872.1216905,error,tfdv,None,,,1.0,4.0
24,regression_4,1220236375.1159961,12859855587.02907,deequ,None,31.0,29.0,1.0,3.0
25,regression_4,1220236375.1159961,12859855587.02907,deequ,column_skipped,28.0,26.0,0.0,2.0
26,regression_4,1220236375.1159961,12859855587.02907,gpt-4o,None,4.0,4.0,0.0,0.0
27,regression_4,1220236375.1159961,12859855587.02907,gpt-4o,with_deequ,6.0,6.0,0.0,0.0
28,regression_4,1220236375.1159961,12859855587.02907,gpt-4o,with_experience,10.0,8.0,0.0,2.0
29,regression_4,1220236375.1159961,12859855587.02907,tfdv,None,,,1.0,4.0
